dia,S,E,I,R,C,populacao_humana,casos_sintomaticos_acumulados,expostos_acumulados
95,6381.639626009259,88.93795802836097,174.49921359562302,3354.9232023667487,0.01671403329687502,9999.99999999999,3529.422415962372,3618.360373990741
96,6373.248219892687,88.45976350556771,171.02968681625453,3367.2623297854816,0.016708677099016918,9999.999999999993,3538.292016601736,3626.7517801073127
97,6364.870218893966,88.01432099856028,167.75481115509194,3379.3606489523736,0.01670392657767346,9999.999999999993,3547.1154601074654,3635.129781106034
98,6356.505331468089,87.59879091622543,164.66418819983411,3391.231689415843,0.01669971324320888,9999.999999999993,3555.895877615677,3643.494668531911
99,6348.153297737163,87.21057378543317,161.74787420819752,3402.888254269198,0.01669597635076552,9999.999999999993,3564.6361284773957,3651.8467022628374
100,6339.813885877713,86.84729083525029,158.99637097834542,3414.342452308682,0.016692662024487683,9999.99999999999,3573.3388232870275,3660.186114122287
101,6331.486888920095,86.50676603704463,156.40061554668787,3425.605729496164,0.01668972248077792,9999.999999999993,3582.0063450428515,3668.513111079905
102,6323.172121913043,86.18700950656255,153.95196892978487,3436.6888996506,0.01668711533938711,9999.99999999999,3590.640868580385,3676.827878086957
103,6314.869419411779,85.88620217792902,151.6422041032678,3447.6021743070164,0.016684803012406185,9999.99999999999,3599.2443784102843,3685.130580588221
104,6306.578633252755,85.60268166359049,149.46349338890076,3458.3551916947454,0.01668275216235043,9999.999999999993,3607.818685083646,3693.421366747245
105,6298.299630582403,85.33492921841491,147.40839540101325,3468.957044798161,0.016680933221523336,9999.99999999999,3616.3654401991744,3701.7003694175974
106,6290.032292110872,85.08155773040954,145.46984168542411,3479.416308473286,0.0166793199657306,9999.99999999999,3624.88615015871,3709.967707889128
107,6281.776510565129,84.84130066476068,143.64112316752312,3489.74106560258,0.01667788913619837,9999.999999999993,3633.3821887701033,3718.223489434871
108,6273.53218931865,84.61300189209526,141.9158765112664,3499.938932277981,0.01667662010424478,9999.999999999993,3641.8548087892477,3726.46781068135
109,6265.299241177581,84.39560633597635,140.2880704773585,3510.0170820090757,0.016675494573870287,9999.999999999993,3650.305152486434,3734.7007588224187
110,6257.077587305487,84.1881513786457,138.7519923567339,3519.9822689591247,0.016674496317979008,9999.999999999993,3658.7342613158585,3742.922412694513
111,6248.867156270881,83.98975896789439,137.30223454450731,3529.840850216709,0.016673610944427958,9999.99999999999,3667.1430847612164,3751.1328437291186
112,6240.667883203525,83.79962837166462,135.9336813097395,3539.5988071150628,0.0166728256885314,9999.999999999993,3675.532488424802,3759.332116796475
113,6232.479709047078,83.61702953054576,134.6414958075728,3549.261765614795,0.016672129229028693,9999.999999999993,3683.903261422368,3767.5202909529216
114,6224.302579897093,83.44129696172524,133.42110737243695,3558.8350157687364,0.016671511524862393,9999.999999999993,3692.2561231411732,3775.697420102907
115,6216.136446414621,83.27182417118011,132.2681991240361,3568.3235302901553,0.016670963670413458,9999.999999999993,3700.5917294141914,3783.863553585379
116,6207.98126330678,83.1080585339509,131.17869591162125,3577.7319822476397,0.01667047776710635,9999.999999999993,3708.910678159261,3792.0187366932196
117,6199.836988866665,82.94949660522373,130.1487526165607,3587.064761911544,0.016670046809533007,9999.999999999993,3717.2135145281045,3800.163011133335
118,6191.703584565784,82.7956798276645,129.1747428283779,3596.3259927781673,0.01666966458445385,9999.999999999993,3725.5007356065453,3808.296415434216
119,6183.581014693066,82.64619060300184,128.25324790517124,3605.5195467987533,0.01666932558121972,9999.999999999993,3733.7727947039243,3816.418985306934
120,6175.469246035096,82.50064869825066,127.38104642561078,3614.6490588410365,0.01666902491232327,9999.999999999995,3742.0301052666473,3824.530753964904
